电影名称,上映年份,上映日期,档期类型,总票房(亿),预测票房(亿),票房预测偏差(亿),豆瓣评分,导演,主演,排片率(%),抖音话题播放量(亿),是否含流量演员,模型MAE（平均绝对误差）,模型RMSE（均方根误差）,模型R2（拟合优度）
四海1（剧情·2020）,2020,2020/6/13,普通档,12.83,17.890577,5.060577316,7.2,贾玲,"张译,吴京,吴京",35.31,46.71,1,20.7962,39.4878,0.3103
满江红9（喜剧·2021）,2021,2021/2/14,普通档,4.42,24.14293,19.72292908,6.7,沈腾,"吴京,张译",51.85,18.62,1,20.7962,39.4878,0.3103
无名5（爱情·2024）,2024,2024/11/18,普通档,38.57,14.712089,23.85791142,5.4,贾玲,沈腾,57.28,123.67,1,20.7962,39.4878,0.3103
狙击手9（悬疑·2023）,2023,2023/6/4,普通档,1.31,23.06511,21.75510925,7.5,陈思诚,雷佳音,11.69,4.41,1,20.7962,39.4878,0.3103
扫毒8（动作·2025）,2025,2025/4/20,普通档,143.42,13.798299,129.6217012,5.9,徐峥,沈腾,58.07,125.8,1,20.7962,39.4878,0.3103
满江红1（剧情·2023）,2023,2023/5/24,普通档,55.91,19.004732,36.90526787,6,陈思诚,"吴京,张译,王宝强",55.86,1.08,1,20.7962,39.4878,0.3103
悬崖之上9（动画·2024）,2024,2024/1/5,普通档,17.53,19.498552,1.968552322,5.9,贾玲,"章子怡,刘昊然",35.67,16.1,1,20.7962,39.4878,0.3103
扫毒1（爱情·2022）,2022,2022/3/2,普通档,36.34,12.638408,23.70159229,7.6,林超贤,贾玲,34.59,84.79,1,20.7962,39.4878,0.3103
飞驰人生7（悬疑·2022）,2022,2022/12/14,普通档,1.36,23.949131,22.58913101,6.9,王家卫,"张译,徐峥",11.38,33.32,1,20.7962,39.4878,0.3103
奇迹9（剧情·2024）,2024,2024/12/9,普通档,24.29,25.793715,1.503714523,6.4,杜琪峰,"雷佳音,贾玲,沈腾",43.16,6.44,1,20.7962,39.4878,0.3103
唐探3（悬疑·2022）,2022,2022/2/1,春节档,55.07,26.617119,28.45288116,7.8,贾玲,"易烊千玺,沈腾",7.63,0.92,1,20.7962,39.4878,0.3103
水门桥5（喜剧·2025）,2025,2025/9/2,普通档,45.69,19.902088,25.78791183,9.1,沈腾,"王宝强,吴京",20.89,2.17,1,20.7962,39.4878,0.3103
唐探5（剧情·2023）,2023,2023/1/7,普通档,48.65,18.145199,30.50480118,6,林超贤,"徐峥,刘德华,刘昊然",43.94,40.78,1,20.7962,39.4878,0.3103
怒火3（科幻·2022）,2022,2022/7/14,暑期档,0.69,21.001732,20.31173187,7.7,宁浩,"黄渤,吴京",35.02,4.17,1,20.7962,39.4878,0.3103
扫毒6（动作·2023）,2023,2023/3/1,普通档,21.14,16.561401,4.578598633,7.7,郭帆,刘德华,57.07,56.08,1,20.7962,39.4878,0.3103
你好李焕英8（爱情·2024）,2024,2024/10/29,普通档,5.08,18.251722,13.17172234,5,徐峥,"雷佳音,周冬雨,刘昊然,黄渤",54.59,149.21,1,20.7962,39.4878,0.3103
叶问（爱情·2024）,2024,2024/5/1,普通档,33.02,16.91598,16.10402061,6.1,陈思诚,"雷佳音,黄渤,刘德华",16.63,155.39,1,20.7962,39.4878,0.3103
满江红（爱情·2023）,2023,2023/4/2,普通档,72.22,24.682016,47.53798363,7.6,林超贤,沈腾,18.36,341.14,1,20.7962,39.4878,0.3103
扫毒8（喜剧·2024）,2024,2024/7/27,暑期档,1.55,18.894701,17.344701,6.1,冯小刚,周冬雨,32.13,15.18,1,20.7962,39.4878,0.3103
热辣滚烫1（动画·2025）,2025,2025/12/11,普通档,6.09,19.492826,13.40282646,8.2,杜琪峰,雷佳音,57.71,1.25,1,20.7962,39.4878,0.3103
叶问5（动作·2022）,2022,2022/11/18,普通档,8.7,31.989662,23.28966217,5.8,贾玲,"贾玲,刘德华,沈腾",10.61,92.61,1,20.7962,39.4878,0.3103
流浪地球（悬疑·2022）,2022,2022/1/28,普通档,2,19.690617,17.69061661,7.1,徐峥,吴京,28.2,29.21,1,20.7962,39.4878,0.3103
美人鱼1（喜剧·2025）,2025,2025/3/4,普通档,0.43,21.63389,21.20389015,7.6,杜琪峰,"贾玲,王宝强,刘昊然,刘德华",55.4,1.33,1,20.7962,39.4878,0.3103
长津湖2（动作·2025）,2025,2025/12/24,普通档,1.35,10.99296,9.642959976,6,郭帆,"吴京,沈腾",59.48,8.51,1,20.7962,39.4878,0.3103
悬崖之上6（喜剧·2022）,2022,2022/12/5,普通档,6.26,17.305033,11.04503273,6.5,贾玲,"刘德华,周冬雨",57.88,123.51,1,20.7962,39.4878,0.3103
人生大事7（爱情·2024）,2024,2024/8/10,暑期档,65.04,29.04506,35.9949408,5.4,冯小刚,"贾玲,吴京",15.88,126.4,1,20.7962,39.4878,0.3103
唐探6（战争·2024）,2024,2024/9/13,普通档,6.98,19.412241,12.43224098,5.8,沈腾,"章子怡,吴京,吴京,刘德华",36.21,1.21,1,20.7962,39.4878,0.3103
万里归途8（动作·2021）,2021,2021/9/13,普通档,14.64,25.181787,10.54178749,8.2,王家卫,"刘昊然,周冬雨,雷佳音",15.89,31.67,1,20.7962,39.4878,0.3103
扫毒8（动画·2025）,2025,2025/4/16,普通档,57.38,24.430658,32.94934166,6.2,徐克,"周冬雨,张译",18.68,42.19,1,20.7962,39.4878,0.3103
唐探4（爱情·2021）,2021,2021/10/24,普通档,1.74,25.547277,23.80727745,5.7,王家卫,张译,26.29,36.75,1,20.7962,39.4878,0.3103
飞驰人生6（动作·2021）,2021,2021/11/13,普通档,2.4,25.559195,23.15919456,6.9,周星驰,"雷佳音,徐峥,张译",58.61,64.05,1,20.7962,39.4878,0.3103
水门桥1（剧情·2023）,2023,2023/12/2,普通档,31.63,23.200771,8.429228668,5.4,沈腾,"贾玲,雷佳音,周冬雨",15.6,2.34,1,20.7962,39.4878,0.3103
万里归途3（喜剧·2020）,2020,2020/9/12,普通档,1.3,19.303965,18.00396461,8,沈腾,黄渤,50.57,0.22,1,20.7962,39.4878,0.3103
美人鱼4（喜剧·2023）,2023,2023/12/28,普通档,6.64,16.893148,10.25314842,6,陈凯歌,"徐峥,刘昊然,王宝强,张译",17.64,107.89,1,20.7962,39.4878,0.3103
水门桥5（动作·2022）,2022,2022/9/1,普通档,0.87,15.294659,14.42465866,7.5,陈凯歌,"章子怡,雷佳音,王宝强,张译",7.92,33.56,1,20.7962,39.4878,0.3103
满江红8（战争·2023）,2023,2023/2/2,春节档,1.43,13.727864,12.29786427,6.8,陈凯歌,"徐峥,吴京,雷佳音,沈腾",43.63,172.2,1,20.7962,39.4878,0.3103
美人鱼6（喜剧·2024）,2024,2024/7/18,暑期档,7.43,14.167887,6.737886734,4.9,贾玲,"刘德华,易烊千玺",40.37,15.43,1,20.7962,39.4878,0.3103
人生大事（科幻·2022）,2022,2022/8/23,暑期档,0.98,19.890654,18.91065361,7.5,沈腾,"吴京,贾玲,章子怡,沈腾",47.86,271.33,1,20.7962,39.4878,0.3103
万里归途1（爱情·2022）,2022,2022/3/19,普通档,3.17,17.11501,13.94500931,9,冯小刚,"徐峥,章子怡,吴京,刘昊然",7.17,4.61,1,20.7962,39.4878,0.3103
长津湖7（悬疑·2025）,2025,2025/6/19,普通档,14.3,60.670742,46.37074203,9.4,陈思诚,"黄渤,刘昊然",53.77,157.44,1,20.7962,39.4878,0.3103
四海4（科幻·2023）,2023,2023/11/1,普通档,0.31,14.656058,14.34605831,5.5,王家卫,徐峥,18.02,19.57,1,20.7962,39.4878,0.3103
水门桥7（喜剧·2023）,2023,2023/2/27,普通档,75.07,44.056244,31.0137561,5.8,林超贤,沈腾,54.02,1.39,1,20.7962,39.4878,0.3103
四海5（喜剧·2025）,2025,2025/7/4,暑期档,104.13,24.621948,79.50805176,6.7,陈思诚,"徐峥,周冬雨,沈腾,易烊千玺",50.17,3.92,1,20.7962,39.4878,0.3103
战狼4（爱情·2024）,2024,2024/12/15,普通档,1.67,29.313068,27.64306839,6.1,张艺谋,"易烊千玺,章子怡,刘德华",10.75,288,1,20.7962,39.4878,0.3103
怒火1（悬疑·2021）,2021,2021/12/29,普通档,15.9,15.761386,0.138614082,8.8,周星驰,"易烊千玺,周冬雨",38.53,22.35,1,20.7962,39.4878,0.3103
你好李焕英2（喜剧·2023）,2023,2023/7/9,暑期档,12.27,21.410248,9.140247803,5.9,杜琪峰,"王宝强,章子怡",15.31,0.15,1,20.7962,39.4878,0.3103
功夫2（悬疑·2024）,2024,2024/12/12,普通档,1.38,19.70165,18.32165062,9.1,林超贤,黄渤,55.59,10.46,1,20.7962,39.4878,0.3103
热辣滚烫7（喜剧·2021）,2021,2021/4/11,普通档,0.85,28.29485,27.4448494,7,周星驰,"雷佳音,王宝强,吴京",56.28,140.09,1,20.7962,39.4878,0.3103
四海7（爱情·2022）,2022,2022/8/18,暑期档,4.24,24.57586,20.33585907,7.6,吴京,"沈腾,张译,沈腾,刘德华",21.08,15.56,1,20.7962,39.4878,0.3103
功夫5（喜剧·2021）,2021,2021/6/24,普通档,23.38,15.720056,7.65994442,5,贾玲,"刘德华,张译,吴京,周冬雨",57.1,67.02,1,20.7962,39.4878,0.3103
战狼1（战争·2025）,2025,2025/12/2,普通档,24.77,23.946049,0.823951263,7.8,吴京,"吴京,易烊千玺,贾玲,徐峥",13.55,778.19,1,20.7962,39.4878,0.3103
热辣滚烫2（动作·2024）,2024,2024/9/8,普通档,10.18,20.38156,10.20155937,6.3,吴京,"贾玲,吴京,刘德华",46.2,69.17,1,20.7962,39.4878,0.3103
飞驰人生8（科幻·2024）,2024,2024/5/10,普通档,1.73,24.504179,22.774179,7.2,宁浩,"张译,雷佳音",51.82,80.74,1,20.7962,39.4878,0.3103
奇迹8（悬疑·2025）,2025,2025/8/28,暑期档,81.31,17.725224,63.58477646,5.9,徐克,"吴京,章子怡",52.25,54.95,1,20.7962,39.4878,0.3103
功夫8（喜剧·2022）,2022,2022/1/11,普通档,22.32,24.316322,1.996322327,4.4,徐峥,沈腾,53.68,137.38,1,20.7962,39.4878,0.3103
误杀8（爱情·2025）,2025,2025/1/14,普通档,101.18,75.86934,25.31066101,5.2,吴京,"刘昊然,章子怡,雷佳音",54.91,83.44,1,20.7962,39.4878,0.3103
奇迹9（剧情·2020）,2020,2020/8/28,暑期档,18.24,19.918114,1.678113708,7.4,吴京,"贾玲,徐峥,沈腾",19.3,229.1,1,20.7962,39.4878,0.3103
悬崖之上8（动画·2020）,2020,2020/12/23,普通档,9.83,18.792635,8.962634964,6.5,杜琪峰,吴京,49.16,21.79,1,20.7962,39.4878,0.3103
悬崖之上1（动画·2021）,2021,2021/4/1,普通档,3.46,23.699879,20.23987869,5.9,杜琪峰,"吴京,周冬雨,吴京",54.57,168.95,1,20.7962,39.4878,0.3103
西游（战争·2025）,2025,2025/2/6,春节档,0.36,10.456037,10.09603657,7,杜琪峰,"吴京,黄渤,沈腾,周冬雨",43.52,630.72,1,20.7962,39.4878,0.3103
怒火（爱情·2023）,2023,2023/6/11,普通档,0.98,13.383587,12.40358688,7.4,陈思诚,"王宝强,黄渤",10.09,85.98,1,20.7962,39.4878,0.3103
狙击手（动作·2020）,2020,2020/10/25,普通档,3.66,23.29679,19.63678917,5.3,吴京,"黄渤,徐峥",33.63,12.76,1,20.7962,39.4878,0.3103
你好李焕英7（悬疑·2020）,2020,2020/5/27,普通档,5.52,37.00107,31.48106812,6.5,杜琪峰,"沈腾,黄渤",50.52,613.46,1,20.7962,39.4878,0.3103
四海1（悬疑·2025）,2025,2025/7/23,暑期档,4.64,22.76884,18.12884079,5.7,宁浩,"沈腾,吴京",52.44,1.92,1,20.7962,39.4878,0.3103
奇迹6（喜剧·2022）,2022,2022/12/10,普通档,42.55,37.92665,4.623348999,7.4,周星驰,"章子怡,吴京",19.82,71.47,1,20.7962,39.4878,0.3103
悬崖之上2（科幻·2024）,2024,2024/11/26,普通档,31.76,13.956687,17.80331303,4.5,陈凯歌,黄渤,20.34,65.04,1,20.7962,39.4878,0.3103
悬崖之上2（战争·2021）,2021,2021/11/4,普通档,2.69,20.300241,17.61024147,6.7,徐克,吴京,20.15,2.68,1,20.7962,39.4878,0.3103
美人鱼（剧情·2023）,2023,2023/1/7,普通档,41.64,30.316772,11.32322754,5.4,陈思诚,"周冬雨,刘德华,王宝强,吴京",53.36,82.09,1,20.7962,39.4878,0.3103
唐探4（悬疑·2025）,2025,2025/2/17,普通档,5.41,24.2761,18.86610016,7.8,王家卫,"沈腾,吴京,贾玲,沈腾",5.73,0.56,1,20.7962,39.4878,0.3103
奇迹9（动作·2025）,2025,2025/8/17,暑期档,7.36,23.602585,16.24258484,7.4,冯小刚,"雷佳音,徐峥",40.66,1774.2,1,20.7962,39.4878,0.3103
热辣滚烫9（剧情·2023）,2023,2023/2/10,普通档,1.75,24.010798,22.2607975,7.8,张艺谋,王宝强,40.97,83.29,1,20.7962,39.4878,0.3103
封神9（战争·2024）,2024,2024/1/8,普通档,6.68,25.222916,18.54291565,8.8,陈凯歌,"沈腾,刘德华,吴京,王宝强",12.45,39.99,1,20.7962,39.4878,0.3103
扫毒7（科幻·2025）,2025,2025/1/1,普通档,38.91,21.938726,16.97127357,4.6,张艺谋,王宝强,56.07,19.03,1,20.7962,39.4878,0.3103
叶问2（战争·2021）,2021,2021/2/11,普通档,425.82,63.79072,362.0292781,8.8,吴京,刘德华,32.33,1.79,1,20.7962,39.4878,0.3103
战狼（动作·2025）,2025,2025/10/5,国庆档,20.77,23.174227,2.404226761,8.2,张艺谋,沈腾,19.86,12.73,1,20.7962,39.4878,0.3103
战狼3（战争·2022）,2022,2022/1/22,春节档,2.67,18.350832,15.68083199,8,冯小刚,刘德华,55.33,1.98,1,20.7962,39.4878,0.3103
满江红5（爱情·2020）,2020,2020/5/21,普通档,6.25,24.253279,18.00327873,5.7,周星驰,"刘昊然,贾玲,王宝强",42.77,149,1,20.7962,39.4878,0.3103
人生大事5（动作·2022）,2022,2022/6/7,普通档,9.57,15.528198,5.958198242,5.3,王家卫,"易烊千玺,刘昊然,张译,沈腾",58.3,52.54,1,20.7962,39.4878,0.3103
美人鱼（战争·2022）,2022,2022/3/26,普通档,22.31,28.350298,6.040297928,5.3,陈思诚,王宝强,42.24,6.81,1,20.7962,39.4878,0.3103
人生大事（悬疑·2024）,2024,2024/11/3,普通档,29.04,31.267763,2.227763138,8.3,陈思诚,"吴京,张译,吴京,章子怡",49.98,14.75,1,20.7962,39.4878,0.3103
叶问5（悬疑·2024）,2024,2024/5/19,普通档,35.03,23.561117,11.46888283,7,冯小刚,"张译,刘德华,沈腾,刘昊然",21.54,1007.16,1,20.7962,39.4878,0.3103
功夫4（动画·2021）,2021,2021/7/18,暑期档,23.2,13.8805,9.31950016,4.7,贾玲,"沈腾,周冬雨",52.57,3.88,1,20.7962,39.4878,0.3103
你好李焕英7（战争·2020）,2020,2020/4/10,普通档,7.06,19.556515,12.49651474,7,郭帆,"易烊千玺,沈腾",38.04,69.8,1,20.7962,39.4878,0.3103
奇迹5（爱情·2024）,2024,2024/3/14,普通档,57.67,14.445413,43.22458736,8,吴京,"周冬雨,吴京,易烊千玺,沈腾",9.91,3.41,1,20.7962,39.4878,0.3103
叶问2（喜剧·2024）,2024,2024/2/13,普通档,4.98,18.636715,13.65671494,7.2,宁浩,"黄渤,沈腾,易烊千玺,周冬雨",48.84,13.83,1,20.7962,39.4878,0.3103
叶问2（战争·2024）,2024,2024/8/17,暑期档,5.01,23.155107,18.1451075,8.4,周星驰,"吴京,刘昊然,易烊千玺",5.68,204.46,1,20.7962,39.4878,0.3103
奇迹8（悬疑·2020）,2020,2020/5/13,普通档,3.24,22.13408,18.89408089,6.6,徐克,沈腾,55.15,111.55,1,20.7962,39.4878,0.3103
满江红8（喜剧·2023）,2023,2023/3/7,普通档,9.31,17.895166,8.585166397,6,杜琪峰,"沈腾,黄渤,雷佳音",45.63,624.03,1,20.7962,39.4878,0.3103
人生大事（剧情·2024）,2024,2024/11/18,普通档,41.26,25.009104,16.25089622,6.5,杜琪峰,"刘德华,贾玲",27.14,1147.99,1,20.7962,39.4878,0.3103
奇迹1（科幻·2025）,2025,2025/7/26,暑期档,55.36,25.95351,29.40648972,6.8,林超贤,"贾玲,周冬雨,王宝强",29.43,101.36,1,20.7962,39.4878,0.3103
战狼5（悬疑·2024）,2024,2024/12/1,普通档,2.74,18.841492,16.1014917,7.3,冯小刚,刘昊然,31.01,4.16,1,20.7962,39.4878,0.3103
无名8（爱情·2021）,2021,2021/10/13,普通档,0.33,38.891125,38.56112473,8.8,陈凯歌,"章子怡,贾玲",5.07,1.24,1,20.7962,39.4878,0.3103
奇迹3（科幻·2023）,2023,2023/4/23,普通档,0.51,17.035475,16.52547478,8.3,吴京,"黄渤,沈腾,易烊千玺",41.64,23.54,1,20.7962,39.4878,0.3103
怒火1（爱情·2021）,2021,2021/4/20,普通档,192.42,24.053633,168.3663673,6.2,冯小刚,雷佳音,6.28,67.27,1,20.7962,39.4878,0.3103
悬崖之上2（喜剧·2022）,2022,2022/11/24,普通档,2.18,23.536263,21.35626251,7,杜琪峰,"吴京,沈腾,吴京",10.74,141.05,1,20.7962,39.4878,0.3103
四海4（科幻·2020）,2020,2020/11/11,普通档,133.4,19.466324,113.9336761,6.7,冯小刚,"黄渤,沈腾,刘德华",34.49,21.62,1,20.7962,39.4878,0.3103
唐探4（剧情·2022）,2022,2022/12/25,普通档,31.8,17.82714,13.97285919,6.7,张艺谋,沈腾,51.01,32.02,1,20.7962,39.4878,0.3103
美人鱼3（科幻·2021）,2021,2021/3/15,普通档,22.58,21.960957,0.619043427,6.8,徐峥,"黄渤,刘德华,沈腾,沈腾",26.09,303.66,1,20.7962,39.4878,0.3103
唐探8（喜剧·2021）,2021,2021/11/19,普通档,36.6,20.148132,16.45186768,6.6,林超贤,"沈腾,章子怡,刘昊然",30.83,11.43,1,20.7962,39.4878,0.3103
奇迹4（剧情·2022）,2022,2022/6/25,普通档,3.59,26.478466,22.88846603,8.5,杜琪峰,"章子怡,徐峥",29.59,26.02,1,20.7962,39.4878,0.3103
唐探4（悬疑·2021）,2021,2021/8/23,暑期档,0.99,16.886559,15.89655853,8.7,宁浩,吴京,30.33,103.87,1,20.7962,39.4878,0.3103
你好李焕英4（喜剧·2020）,2020,2020/11/1,普通档,22.74,20.979664,1.760336151,6.9,林超贤,吴京,6.43,94.78,1,20.7962,39.4878,0.3103
万里归途2（动作·2024）,2024,2024/10/2,国庆档,1.83,21.18587,19.35586922,5.8,王家卫,"雷佳音,周冬雨,沈腾",53.68,27.83,1,20.7962,39.4878,0.3103
美人鱼（科幻·2022）,2022,2022/10/26,普通档,5.77,17.476458,11.7064576,9.3,郭帆,"贾玲,刘德华,吴京,沈腾",35.5,0.41,1,20.7962,39.4878,0.3103
四海5（喜剧·2022）,2022,2022/8/23,暑期档,9.66,18.593893,8.933893051,6.2,宁浩,"贾玲,周冬雨",59.07,218.21,1,20.7962,39.4878,0.3103
水门桥2（战争·2025）,2025,2025/5/21,普通档,32.09,20.53319,11.55681023,7.6,杜琪峰,"吴京,吴京",6.33,67.61,1,20.7962,39.4878,0.3103
叶问6（悬疑·2023）,2023,2023/12/24,普通档,5.61,21.660067,16.0500666,4.4,吴京,张译,29.87,225.22,1,20.7962,39.4878,0.3103
流浪地球2（动画·2025）,2025,2025/1/18,普通档,3.73,19.264635,15.53463509,7.2,杜琪峰,"刘昊然,张译",38.94,37.29,1,20.7962,39.4878,0.3103
热辣滚烫3（战争·2024）,2024,2024/7/21,暑期档,10.38,31.923994,21.54399406,5.3,贾玲,"吴京,刘昊然,周冬雨,王宝强",20.81,33.29,1,20.7962,39.4878,0.3103
奇迹4（动作·2023）,2023,2023/8/10,暑期档,4.95,21.689032,16.7390316,5.9,徐克,"刘昊然,张译,吴京",30.38,97.09,1,20.7962,39.4878,0.3103
扫毒3（喜剧·2023）,2023,2023/6/1,普通档,62.65,26.130281,36.51971855,7.8,周星驰,"黄渤,吴京,周冬雨,刘德华",13.75,5,1,20.7962,39.4878,0.3103
奇迹6（喜剧·2025）,2025,2025/3/15,普通档,8.85,18.825232,9.975231552,7.3,陈凯歌,"张译,贾玲,易烊千玺,徐峥",5.21,19.37,1,20.7962,39.4878,0.3103
流浪地球（动作·2024）,2024,2024/6/5,普通档,1.75,22.812555,21.06255531,8.8,贾玲,"徐峥,刘昊然,雷佳音,黄渤",23.76,148.03,1,20.7962,39.4878,0.3103
唐探9（悬疑·2024）,2024,2024/10/25,普通档,14.3,27.366083,13.06608315,6.7,徐峥,王宝强,16.15,5105.71,1,20.7962,39.4878,0.3103
四海5（爱情·2022）,2022,2022/4/5,普通档,58.46,37.650738,20.80926224,9,杜琪峰,"刘昊然,黄渤,刘德华,张译",45.43,120.6,1,20.7962,39.4878,0.3103
扫毒6（科幻·2024）,2024,2024/11/26,普通档,41.81,18.999622,22.81037766,7.9,陈凯歌,刘昊然,48.4,45.64,1,20.7962,39.4878,0.3103
流浪地球5（喜剧·2021）,2021,2021/6/17,普通档,17.71,25.550674,7.840674438,8.3,沈腾,"易烊千玺,沈腾,徐峥,雷佳音",45.78,89.8,1,20.7962,39.4878,0.3103
无名6（爱情·2020）,2020,2020/5/30,普通档,14.08,30.134802,16.05480186,7,冯小刚,"吴京,刘昊然,徐峥,沈腾",58.9,1459.18,1,20.7962,39.4878,0.3103
西游（喜剧·2021）,2021,2021/12/9,普通档,11.27,26.799963,15.529963,7.1,陈思诚,易烊千玺,14.78,10.36,1,20.7962,39.4878,0.3103
流浪地球2（剧情·2021）,2021,2021/11/24,普通档,57.14,19.331884,37.80811562,6.9,周星驰,"吴京,沈腾",54.82,11.97,1,20.7962,39.4878,0.3103
飞驰人生6（战争·2022）,2022,2022/2/15,普通档,6.91,15.095606,8.18560585,7,张艺谋,刘昊然,25.23,756.73,1,20.7962,39.4878,0.3103
人生大事2（悬疑·2022）,2022,2022/6/2,普通档,97.8,27.035986,70.76401405,7.7,陈思诚,"刘德华,贾玲,周冬雨",49.89,499.72,1,20.7962,39.4878,0.3103
满江红8（战争·2025）,2025,2025/3/4,普通档,14.86,21.830067,6.970066681,8.2,林超贤,"沈腾,吴京",13.17,2.56,1,20.7962,39.4878,0.3103
万里归途1（科幻·2023）,2023,2023/2/19,普通档,10.58,8.412206,2.167794304,6.3,陈凯歌,雷佳音,5.47,9.31,1,20.7962,39.4878,0.3103
流浪地球9（动画·2023）,2023,2023/3/16,普通档,5.48,16.448574,10.96857407,8.2,郭帆,"刘昊然,刘德华,贾玲,雷佳音",41.04,113.88,1,20.7962,39.4878,0.3103
封神2（科幻·2022）,2022,2022/7/1,暑期档,101.83,22.51781,79.31218918,8,沈腾,"雷佳音,张译",46.73,1.31,1,20.7962,39.4878,0.3103
流浪地球3（战争·2025）,2025,2025/7/29,暑期档,7.53,13.009751,5.47975132,7.9,周星驰,"刘昊然,雷佳音,黄渤,吴京",34.06,142.68,1,20.7962,39.4878,0.3103
唐探6（战争·2021）,2021,2021/3/9,普通档,1.94,20.30234,18.36233955,8.2,贾玲,"刘德华,刘昊然,黄渤,徐峥",11.45,72.83,1,20.7962,39.4878,0.3103
叶问（剧情·2022）,2022,2022/10/14,普通档,5.62,20.75044,15.1304406,6.1,周星驰,刘德华,32.97,7.17,1,20.7962,39.4878,0.3103
水门桥7（喜剧·2021）,2021,2021/1/27,春节档,1.32,17.480856,16.16085594,7.7,宁浩,黄渤,33.13,4.24,1,20.7962,39.4878,0.3103
流浪地球9（剧情·2023）,2023,2023/9/20,普通档,14.06,18.896801,4.836800995,6.6,陈凯歌,"章子怡,黄渤",46.08,64.05,1,20.7962,39.4878,0.3103
热辣滚烫3（动画·2025）,2025,2025/3/18,普通档,36.78,19.285221,17.4947789,6.9,徐克,"贾玲,周冬雨,章子怡,吴京",10.19,29.39,1,20.7962,39.4878,0.3103
西游3（剧情·2020）,2020,2020/10/3,国庆档,3.93,25.726162,21.79616196,5.3,陈思诚,吴京,46.78,6.36,1,20.7962,39.4878,0.3103
叶问9（动作·2025）,2025,2025/2/5,春节档,4.01,14.58083,10.57082962,7.5,陈思诚,张译,5.41,9.41,1,20.7962,39.4878,0.3103
无名（科幻·2023）,2023,2023/11/1,普通档,226.8,25.253027,201.546973,6.2,郭帆,"章子怡,刘昊然,易烊千玺",27.37,57.48,1,20.7962,39.4878,0.3103
封神2（喜剧·2021）,2021,2021/1/20,普通档,2.21,17.185392,14.97539238,6.7,沈腾,"易烊千玺,刘昊然,徐峥",5.47,44.3,1,20.7962,39.4878,0.3103
扫毒（动画·2025）,2025,2025/10/24,普通档,44.95,27.33036,17.61963959,6.2,林超贤,"贾玲,沈腾,周冬雨,沈腾",42.36,3.01,1,20.7962,39.4878,0.3103
扫毒8（爱情·2024）,2024,2024/9/19,普通档,1.71,24.328423,22.61842255,8.3,陈思诚,"张译,吴京,沈腾",15.46,61.01,1,20.7962,39.4878,0.3103
战狼4（科幻·2021）,2021,2021/12/23,普通档,1.7,28.732204,27.03220444,8,张艺谋,沈腾,48.41,43.07,1,20.7962,39.4878,0.3103
人生大事1（科幻·2025）,2025,2025/12/21,普通档,15.1,16.936275,1.836275482,6.4,林超贤,"易烊千玺,章子怡,张译,雷佳音",50.1,14.08,1,20.7962,39.4878,0.3103
流浪地球7（爱情·2025）,2025,2025/5/26,普通档,13.99,25.897924,11.90792442,5.2,贾玲,"吴京,沈腾,雷佳音",50.03,3.32,1,20.7962,39.4878,0.3103
怒火5（喜剧·2025）,2025,2025/7/13,暑期档,5.21,25.838182,20.62818245,5.6,宁浩,"雷佳音,易烊千玺,沈腾,周冬雨",29.95,36.17,1,20.7962,39.4878,0.3103
长津湖2（剧情·2024）,2024,2024/6/10,普通档,1.05,24.16561,23.11560936,7.5,徐克,"贾玲,易烊千玺",44.89,443.65,1,20.7962,39.4878,0.3103
扫毒6（战争·2020）,2020,2020/9/1,普通档,58.15,19.756943,38.39305725,7.3,郭帆,"黄渤,张译",45.83,32.9,1,20.7962,39.4878,0.3103
满江红6（战争·2023）,2023,2023/2/13,普通档,31.47,40.130936,8.660935669,9.1,冯小刚,章子怡,15.07,56.52,1,20.7962,39.4878,0.3103
狙击手9（喜剧·2024）,2024,2024/5/6,普通档,58.39,24.562527,33.8274733,7.5,林超贤,"刘昊然,章子怡,黄渤",39.54,1505.37,1,20.7962,39.4878,0.3103
封神4（动作·2023）,2023,2023/7/28,暑期档,53.34,17.867498,35.4725016,8,张艺谋,"沈腾,吴京,章子怡,黄渤",36.05,52.33,1,20.7962,39.4878,0.3103
西游9（爱情·2021）,2021,2021/2/22,普通档,5.52,30.784792,25.26479195,5.7,徐克,"易烊千玺,吴京,吴京,沈腾",56.4,1.8,1,20.7962,39.4878,0.3103
人生大事（喜剧·2020）,2020,2020/12/10,普通档,12.99,16.388962,3.398961792,8,郭帆,"沈腾,刘昊然,沈腾,易烊千玺",24.93,115.11,1,20.7962,39.4878,0.3103
扫毒6（剧情·2023）,2023,2023/6/27,普通档,90.46,23.579159,66.88084122,7.1,徐克,"王宝强,张译",58.75,3.41,1,20.7962,39.4878,0.3103
四海（悬疑·2022）,2022,2022/12/22,普通档,146.76,26.029085,120.7309148,7.4,王家卫,"沈腾,吴京",5.61,8.81,1,20.7962,39.4878,0.3103
封神8（动作·2022）,2022,2022/5/11,普通档,8.7,15.22688,6.526880074,6.6,郭帆,章子怡,38.73,11.22,1,20.7962,39.4878,0.3103
误杀1（喜剧·2022）,2022,2022/7/27,暑期档,12.59,24.21048,11.62047974,9.9,贾玲,"刘德华,沈腾",43.45,38.25,1,20.7962,39.4878,0.3103
